,name,company,year,fuel_type,kms_driven,Price
720,Hyundai Eon D Lite Plus,Hyundai,2018,Petrol,35000,280000.0
721,Maruti Suzuki Zen Estilo LXI Green CNG,Maruti,2009,Petrol,0,125000.0
722,Mahindra Scorpio SLX,Mahindra,2008,Diesel,80000,285000.0
724,Hyundai Santro AE GLS Audio,Hyundai,2011,Petrol,45000,165000.0
726,Maruti Suzuki Swift Dzire Tour VDi,Maruti,2009,Diesel,51000,250000.0
727,Mahindra Scorpio S4,Mahindra,2015,Diesel,30000,865000.0
729,Mahindra Xylo D2 BS IV,Mahindra,2011,Diesel,48000,390000.0
730,Hyundai Santro,Hyundai,2003,Petrol,51000,60000.0
731,Chevrolet Beat LT Diesel,Chevrolet,2015,Diesel,90000,215000.0
732,Maruti Suzuki Swift Dzire VDi,Maruti,2015,Diesel,43000,475000.0
733,Mahindra XUV500 W8,Mahindra,2015,Diesel,53000,899000.0
734,Toyota Fortuner 3.0 4x4 MT,Toyota,2013,Diesel,97000,1499000.0
735,Maruti Suzuki Alto K10 VXi,Maruti,2013,Petrol,20000,240000.0
736,Hyundai Getz GLE,Hyundai,2007,Petrol,55000,99000.0
737,Maruti Suzuki Swift Dzire Tour LDi,Maruti,2014,Diesel,120000,260000.0
738,Hyundai Creta 1.6 SX,Hyundai,2019,Petrol,0,1200000.0
739,Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007,Petrol,46000,115000.0
740,Hyundai Santro Xing XL eRLX Euro III,Hyundai,2009,Petrol,43200,88000.0
741,Mahindra Xylo D2 BS IV,Mahindra,2011,Diesel,56000,390000.0
742,Hyundai Santro Xing XL eRLX Euro III,Hyundai,2007,Petrol,42000,135000.0
743,Tata Indica V2 DLS BS III,Tata,2009,Diesel,30600,90000.0
744,Hyundai i10 Sportz 1.2,Hyundai,2011,Petrol,38000,220000.0
745,Hyundai Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2017,Petrol,2550,424999.0
746,Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007,Petrol,47000,135000.0
747,Honda City 1.5 E MT,Honda,2005,Petrol,41000,95000.0
748,Nissan Micra XL,Nissan,2017,Diesel,62500,430000.0
749,Honda City 1.5 S Inspire,Honda,2005,Petrol,68000,115000.0
750,Maruti Suzuki Alto 800 Lxi,Maruti,2015,Petrol,50000,215000.0
751,Maruti Suzuki Wagon R LX BS III,Maruti,2004,Petrol,69000,53000.0
752,Maruti Suzuki Ertiga VDi,Maruti,2012,Diesel,48000,500000.0
753,Tata Indica eV2 eXeta eGLX,Tata,2012,Diesel,55000,85000.0
754,Maruti Suzuki Omni E 8 STR BS IV,Maruti,2013,Petrol,25000,165000.0
755,Hyundai Eon Era Plus,Hyundai,2014,Petrol,28400,200000.0
756,Hyundai Eon,Hyundai,2014,Petrol,28000,200000.0
757,Maruti Suzuki Swift LDi,Maruti,2015,Diesel,42000,425000.0
759,Hyundai Verna 1.6 CRDI SX Plus AT,Hyundai,2012,Diesel,29000,600000.0
760,Chevrolet Tavera LS B3 10 Seats BSII,Chevrolet,2005,Diesel,68485,130000.0
761,Tata Tiago Revotron XM,Tata,2018,Petrol,3500,430000.0
762,Tata Tiago Revotorq XZ,Tata,2019,Petrol,0,568500.0
763,Tata Nexon,Tata,2019,Petrol,0,670000.0
765,Maruti Suzuki Zen LXi BS III,Maruti,2006,Petrol,32000,71000.0
766,Mahindra KUV100 K8 D 6 STR,Mahindra,2018,Diesel,8000,560000.0
767,Ford EcoSport Titanium 1.5 TDCi,Ford,2014,Diesel,34000,590000.0
768,Hindustan Motors Ambassador Classic Mark 4 – Befo,Hindustan,1995,Petrol,37000,750000.0
769,Ford Fusion 1.4 TDCi Diesel,Ford,2007,Diesel,85455,125000.0
770,Hyundai Santro Xing XL AT eRLX Euro III,Hyundai,2007,Petrol,46000,135000.0
771,Hyundai Santro,Hyundai,2002,Petrol,47000,60000.0
772,Fiat Linea Emotion 1.4 L T Jet Petrol,Fiat,2009,Petrol,64000,120000.0
773,Ford Ikon 1.3 Flair Josh 100,Ford,2008,Petrol,46000,95000.0
774,Maruti Suzuki Omni E 8 STR BS IV,Maruti,2017,Petrol,8000,240000.0
775,Tata Indica V2 LS,Tata,2012,Diesel,64000,115000.0
776,Mahindra Scorpio S4,Mahindra,2015,Diesel,63000,795000.0
777,Hyundai Santro Xing XL eRLX Euro III,Hyundai,2007,Petrol,65000,55000.0
778,Mahindra Xylo D2,Mahindra,2009,Diesel,62000,300000.0
779,Hyundai Grand i10 Asta 1.2 Kappa VTVT,Hyundai,2014,Petrol,41000,320000.0
780,Maruti Suzuki Alto 800 Lxi,Maruti,2015,Petrol,14000,265000.0
781,Toyota Corolla,Toyota,2006,Petrol,40000,160000.0
782,Hyundai Eon Magna,Hyundai,2017,Petrol,1600,300000.0
783,Tata Sumo Grande MKII GX,Tata,2010,Diesel,90000,130000.0
784,Maruti Suzuki Swift VDi,Maruti,2011,Diesel,58000,250000.0
785,Volkswagen Polo Highline1.2L P,Volkswagen,2013,Petrol,27000,380000.0
786,Maruti Suzuki Alto 800 Lx,Maruti,2003,Petrol,60000,42000.0
787,Tata Tiago Revotron XZ,Tata,2017,Petrol,31000,400000.0
788,Maruti Suzuki Swift LDi,Maruti,2009,Diesel,90000,120000.0
789,Maruti Suzuki Swift VDi,Maruti,2009,Diesel,90000,120000.0
790,Tata Indigo eCS,Tata,2016,Diesel,150000,130000.0
791,Chevrolet Beat LS Diesel,Chevrolet,2014,Diesel,31000,189000.0
793,Mahindra Xylo E8 BS IV,Mahindra,2011,Diesel,43000,365000.0
794,Hyundai Eon D Lite Plus,Hyundai,2013,Petrol,20000,170000.0
804,Tata Sumo Gold FX BSIII,Tata,2013,Petrol,100000,215000.0
813,Tata Nano,Tata,2013,Petrol,7000,60000.0
814,Hyundai Elite i20,Hyundai,2017,Petrol,31000,599999.0
815,Hyundai i10 Magna 1.2 Kappa2,Hyundai,2009,Petrol,33000,400000.0
816,Hyundai Creta,Hyundai,2016,Diesel,60000,900000.0
817,Volkswagen Polo,Volkswagen,2013,Diesel,48000,299999.0
818,Maruti Suzuki Dzire,Maruti,2014,Petrol,33000,374999.0
819,Tata Bolt XM Petrol,Tata,2015,Petrol,15000,600000.0
820,Maruti Suzuki Alto 800 Lx,Maruti,2005,Petrol,47000,70000.0
821,Maruti Suzuki Alto,Maruti,2005,Petrol,40000,100000.0
822,Hyundai Venue,Hyundai,2019,Diesel,7000,530000.0
823,Maruti Suzuki Ritz,Maruti,2010,Diesel,38000,150000.0
824,Maruti Suzuki Alto 800 Lxi,Maruti,2017,Petrol,12500,225000.0
825,Maruti Suzuki Dzire,Maruti,2009,Petrol,42000,210000.0
826,Renault Lodgy,Renault,2016,Diesel,20000,400000.0
827,Hyundai i20 Asta,Hyundai,2014,Petrol,31000,425000.0
828,Maruti Suzuki Swift Select Variant,Maruti,2008,Diesel,60000,162000.0
829,Tata Indica V2 DLX BS III,Tata,2005,Diesel,80000,60000.0
830,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Mahindra,2014,Diesel,77000,650000.0
831,Toyota Innova 2.5 E 8 STR,Toyota,2012,Diesel,75000,750000.0
832,Mahindra Xylo E8,Mahindra,2010,Diesel,40000,375000.0
833,Hyundai i20 Magna 1.2,Hyundai,2011,Petrol,47000,230000.0
834,Maruti Suzuki Omni,Maruti,2000,Petrol,60000,35999.0
835,Mahindra KUV100,Mahindra,2016,Petrol,26500,380000.0
836,Mahindra KUV100 K8 6 STR,Mahindra,2019,Petrol,2875,560000.0
837,Datsun Go Plus,Datsun,2016,Petrol,13900,285000.0
838,Ford Endeavor 4x4 Thunder Plus,Ford,2019,Diesel,9000,2900000.0
839,Tata Indica V2,Tata,2005,Diesel,80000,39999.0
840,Hyundai Santro Xing GL,Hyundai,2006,Petrol,60000,85000.0
841,Maruti Suzuki Wagon R 1.0 VXi,Maruti,2016,Petrol,20000,395000.0
842,Maruti Suzuki Swift Select Variant,Maruti,2008,Diesel,58000,175000.0
843,Maruti Suzuki Alto 800 Lx,Maruti,2019,Petrol,1500,400000.0
844,Toyota Innova 2.5 Z Diesel 7 Seater,Toyota,2011,Diesel,75000,750000.0
846,Maruti Suzuki Alto 800,Maruti,2016,Petrol,2450,250000.0
847,Maruti Suzuki Alto AX,Maruti,2019,Petrol,1625,425000.0
848,Maruti Suzuki Alto 800 Lx,Maruti,2019,Petrol,1500,400000.0
849,Volkswagen Polo Highline1.2L P,Volkswagen,2017,Petrol,45000,525000.0
850,Mahindra Logan,Mahindra,2009,Diesel,65000,130000.0
851,Maruti Suzuki 800 Std BS III,Maruti,2000,Petrol,33400,30000.0
852,Mahindra Scorpio,Mahindra,2011,Diesel,60123,475000.0
853,Chevrolet Sail 1.2 LS,Chevrolet,2013,Petrol,28000,300000.0
854,Volkswagen Vento Highline Plus 1.5 Diesel,Volkswagen,2015,Diesel,38900,380000.0
855,Hyundai Santro AE GLS Audio,Hyundai,2003,Petrol,70000,60000.0
856,Maruti Suzuki Wagon R VXi Minor,Maruti,2006,Petrol,7000,100000.0
857,Hyundai Eon,Hyundai,2018,Petrol,25000,260000.0
858,Tata Manza,Tata,2015,Diesel,100000,100000.0
859,Toyota Innova 2.0 G1 Petrol 8seater,Toyota,2019,Petrol,4000,930000.0
860,Toyota Etios G,Toyota,2013,Petrol,42000,265000.0
861,Hyundai Getz Prime 1.3 GLX,Hyundai,2009,Petrol,20000,115000.0
862,Toyota Qualis,Toyota,2003,Diesel,100000,180000.0
863,Hyundai Santro Xing,Hyundai,2004,Petrol,137495,45000.0
864,Tata Indica eV2 LS,Tata,2016,Diesel,91200,50500.0
865,Honda City 1.5 S MT,Honda,2009,Petrol,55000,270000.0
866,Tata Zest XE 75 PS Diesel,Tata,2017,Diesel,120000,290000.0
867,Mahindra Quanto C4,Mahindra,2013,Diesel,63000,325000.0
868,Tata Indigo eCS LX CR4 BS IV,Tata,2016,Diesel,104000,160000.0
869,Maruti Suzuki Swift Dzire,Maruti,2016,Diesel,146000,350000.0
870,Hyundai Elite i20,Hyundai,2011,Petrol,40000,290000.0
871,Hyundai i20 Select Variant,Hyundai,2011,Petrol,40000,290000.0
872,Chevrolet Tavera Neo,Chevrolet,2007,Diesel,100800,465000.0
873,Maruti Suzuki Dzire,Maruti,2016,Diesel,150000,325000.0
874,Hyundai Elite i20,Hyundai,2018,Petrol,2100,510000.0
875,Honda City VX Petrol,Honda,2016,Petrol,95000,860000.0
876,Maruti Suzuki Dzire,Maruti,2016,Diesel,2500,450000.0
877,Hyundai Getz,Hyundai,2006,Petrol,80000,125000.0
878,Mercedes Benz C Class 200 K MT,Mercedes,2006,Petrol,15000,500001.0
879,Maruti Suzuki Alto LXi BS III,Maruti,2005,Petrol,65000,95000.0
880,Maruti Suzuki Swift Dzire Tour VDi,Maruti,2009,Diesel,51000,250000.0
881,Skoda Fabia,Skoda,2009,Petrol,45000,110000.0
882,Maruti Suzuki Alto 800 Select Variant,Maruti,2015,Petrol,70000,200000.0
883,Maruti Suzuki Ritz VXI ABS,Maruti,2011,Petrol,50000,270000.0
885,Tata Indica V2 DLE BS III,Tata,2009,Diesel,30000,110000.0
886,Toyota Corolla Altis,Toyota,2009,Petrol,132000,300000.0
888,Tata Zest XM Diesel,Tata,2018,Diesel,27000,260000.0
889,Mahindra Quanto C8,Mahindra,2013,Diesel,40000,390000.0
890,Honda Amaze 1.2 E i VTEC,Honda,2014,Petrol,0,180000.0
891,Chevrolet Sail 1.2 LT ABS,Chevrolet,2014,Petrol,0,160000.0
